name,seller,price,number-of-items-sold,ram,rom,screen-size,color,front-camera,rear-camera,number_of_sims
Galaxy A3 Edition 2017 Dual SIM 16Go HDD - Or,Samsung,149000.0,49.0,4.0,32.0,6.0,or,2.0,5.0,2
Galaxy J8 - Dual Sim - 64 Go HDD - 4 Go RAM - 6'' - Or,Samsung,199000.0,49.0,4.0,32.0,6.2,or,2.0,5.0,2
"Galaxy S9 - 64Go HDD - 4 Go RAM - 6,2'' - Gris",Samsung,409000.0,101.0,4.0,32.0,6.0,gris,2.0,5.0,1
"A14 + Carte memoire 16Go - Dual SIM- 8Go HDD - 512 Mo RAM - 4"" - Noir - 12 Mois",ITEL,35000.0,49.0,3.0,32.0,6.0,noir,5.0,8.0,2
StarTrail 6 Reconditionné sans carton d'origine - 4Go HDD - 512Mo RAM - Noir,Startrail,35800.0,49.0,4.0,16.0,5.5,noir,2.0,5.0,1
Vente Flash - Core Stilo Dual SIM - 8 Go HDD - 1Go RAM - Noir - 24 Mois de Garantie,Noa,35000.0,49.0,1.0,16.0,5.1,noir,2.0,5.0,2
Pouvoir 2 PRO Dual SIM 16Go HDD - Bleu - 12 Mois,Tecno,104000.0,101.0,1.0,32.0,5.5,bleu,0.3,8.0,2
Vente Flash - Galaxy M10 Dual SIM - 32Go HDD - 3Go RAM - 13+5MP - Noir - 12 Mois,Samsung,114900.0,101.0,1.0,32.0,5.5,noir,5.0,5.0,2
ZTE Dive71-  Reconditionné (Sans Carton D'Origine) - Noir,welcom et autres,53500.0,101.0,1.0,16.0,5.6,noir,5.0,5.0,1
Vente Flash - iPhone 6 - 64Go HDD - Blanc Et Or - 12 Mois + Pochette + Protège Ecran Offerts,Apple,159900.0,101.0,4.0,32.0,5.0,blanc et or,5.0,13.0,1
A16 + Carte memoire 16Go - Dual SIM - 8Go HDD - 512 Mo RAM - Noir -12 Mois,ITEL,42500.0,101.0,3.0,32.0,5.5,noir,5.0,8.0,2
V15 Dual SIM - 16Go HDD - 1Go RAM - Or + Support paresseux - 12 Mois de Garantie,X-tigi,43000.0,49.0,4.0,16.0,6.3,or,5.0,13.0,2
A16 + Support paresseux - Dual SIM - 8Go HDD - 512 Mo RAM - Noir - 12,ITEL,43500.0,101.0,4.0,32.0,6.0,noir,5.0,13.0,2
"V15 Dual Sim - 16Go HDD - 1GB RAM - 5"" - Noir Et Or - 12 Mois + Carte Mémoire 16GB",X-tigi,45500.0,101.0,4.0,32.0,5.5,noir et  or,5.0,8.0,2
A16 +Carte memoire 16Go + Support paresseux - Dual Sim - 8Go HDD - 512 Mo RAM - Noir - 12 Mois,ITEL,46500.0,101.0,4.0,32.0,6.0,noir,0.0,8.0,2
Tommy 2 Plus Reconditionné (Sans Carton D'Origine) - 16Go HDD - 1Go RAM - Noir,WIKO,59000.0,99.0,4.0,32.0,5.8,noir,5.0,13.0,1
"A14 Double Puce - 8Go HDD - 512 Mo RAM - 4"" - Noir - 12 Mois + Carte Mémoire 16Go + Support Téléphone",ITEL,36000.0,101.0,1.0,32.0,5.0,noir,5.0,13.0,2
Galaxy J6 Plus (2018) Dual SIM - 32 Go HDD - 3 Go RAM - 6'' - Noir,Samsung,137000.0,101.0,6.0,32.0,5.5,noir,5.0,13.0,2
Galaxy J2 Core Dual Sim - 8Go HDD - 1Go RAM - Noir,Samsung,65000.0,49.0,2.0,16.0,6.0,noir,8.0,13.0,2
"iPhone 6 - 16Go HDD - 1Go RAM - 4,7"" - Noir (Sans carton d'origine)- 12 Mois",Apple,140500.0,49.0,3.0,64.0,6.0,noir,8.0,13.0,1
"Galaxy A9 (2018) - 128Go HDD - 6Go RAM - 6"" - Noir",Samsung,294500.0,49.0,2.0,32.0,5.7,noir,1.2,8.0,1
Galaxy S8 Plus 64Go HDD - Noir,Samsung,347000.0,49.0,2.0,128.0,5.6,noir,2.0,8.0,1
Galaxy Note 9 - 128Go HDD - 6Go RAM - Noir - 24 Mois,Samsung,599000.0,49.0,3.0,8.0,5.7,noir,20.0,16.0,1
Spark 2 Dual SIM - 16 Go HDD -  2Go RAM - Noir - 12 Mois,Tecno,82300.0,49.0,1.0,32.0,5.9,noir,8.0,13.0,2
Spark 2 Dual SIM - 16 Go HDD - 2 Go RAM - Bleu Et Blanc - 12 Mois,Tecno,82700.0,49.0,4.0,64.0,4.7,bleu et blanc,5.0,13.0,2
Fova Reconditionné - 8Go HDD - Bleu (sans carton d'origine),Orange,55000.0,49.0,6.0,64.0,4.7,bleu,5.0,13.0,1
Nura OneTouch M812 Reconditionné (sans carton d'origine) - 16Go HDD - Gris,Alcatel,59000.0,1001.0,2.0,64.0,6.1,gris,16.0,16.0,1
STARADDICT 5 Reconditionné sans carton d'origine - 8Go HDD - 1Go RAM - Noir,HISENSE,47500.0,101.0,2.0,64.0,5.0,noir,5.0,16.0,1
S13 - 8Go HDD - 1GB RAM - Noir - 13 Mois,ITEL,54000.0,1001.0,1.0,64.0,5.8,gris,5.0,16.0,1
"Nura2 Reconditionné (sans carton d'origine) - 5,5"" - 16Go - 4G - Gris",Orange,59000.0,101.0,4.0,32.0,4.7,noir,8.0,16.0,1
Dive 72 Reconditionné - 16Go HDD - Noir (Sans carton d'origine),Orange,65000.0,101.0,1.0,8.0,5.0,noir et or,13.0,13.0,1
"Galaxy A6 Dual SIM (2018) - 32Go HDD - 3Go RAM - 5,6"" plus Montre connecte gear fit- Noir",Samsung,247500.0,9.0,2.0,4.0,5.5,noir,13.0,13.0,2
Samsung Galaxy J4 Plus Dual SIM GSM - LTE - 32Go HDD - 2Go RAM - Noir Et Or + Ecouteur,Samsung,150000.0,1001.0,2.0,8.0,5.5,noir,13.0,13.0,2
"Galaxy J6 Infinity - Dual SIM - 32Go HDD - 3Go RAM - 5,6"" + Montre connectée - Noir",Samsung,238500.0,1001.0,3.0,16.0,6.0,or,13.0,13.0,2
iPhone 7 32Go HDD + Montre Connectée - Noir - 12 Mois,Apple,533700.0,99.0,3.0,64.0,5.1,bleu,5.0,12.0,1
Smart 2 Pro Dual SIM 16 Go HDD - 2 Go RAM - Or,Infinix,81000.0,1001.0,2.0,32.0,5.7,bleu,5.0,12.0,2
"Pouvoir 2 - Dual Sim - 16Go HDD - 2Go RAM - 6"" - Bleu - 12 Mois",Tecno,84000.0,1001.0,2.0,64.0,5.5,or et noir,5.0,12.0,2
Camon 11 Dual SIM 32 Go HDD - Bleu - 12 Mois,Tecno,108000.0,1001.0,3.0,128.0,6.3,bleu,5.0,12.0,2
Camon X Dual SIM 32Go HDD - Or Et Noir - 12 Mois,Tecno,130000.0,1001.0,1.0,64.0,5.5,rouge et noir,8.0,12.0,2
"Pouvoir 2 - Dual Sim - 16Go HDD - 3Go RAM - 6"" - Bleu - 12 Mois",Tecno,90000.0,1001.0,1.0,128.0,5.0,bleu,7.0,12.0,2
"X608 Hot 6 Pro - Dual SIM - 32Go HDD - 3Go RAM - 6"" - Rouge Et Noir - 12 Mois",Infinix,100000.0,99.0,6.0,64.0,5.1,gris,7.0,12.0,2
"Hot 6X - Dual SIM - 32Go HDD - 3Go RAM - 6,2"" - Bleu",Infinix,105000.0,99.0,1.0,16.0,5.3,noir,4.0,16.0,2
Camon CX Dual SIM 16 Go HDD - Gris -12 Mois,Tecno,110250.0,1001.0,4.0,64.0,5.7,or,4.0,16.0,2
Samsung Galaxy J4 Plus Dual SIM - 32Go HDD - 2Go RAM - 13MP - Noir- 12 Mois,Samsung,110000.0,9.0,2.0,16.0,0.0,gris,5.0,12.0,2
Samsung Galaxy J4 Plus Dual SIM - 32Go HDD - 2Go RAM - Or - 12 Months,Samsung,110000.0,9.0,2.0,32.0,5.7,rouge,5.0,16.0,2
Galaxy J6 Plus Dual SIM - 32Go HDD - 3Go RAM - 13+5MP - Gris - 12 Mois,Samsung,115000.0,9.0,4.0,16.0,5.5,noir,7.0,12.0,2
"Galaxy J6 Plus Dual SIM - 32Go HDD - 3Go RAM - 6"" - Rouge - 12 Mois",Samsung,125000.0,99.0,2.0,16.0,5.0,gris,8.0,12.0,2
"Galaxy J6 Plus Dual SIM - 32Go HDD - 3Go RAM - 6"" - Noir - 12 Mois",Samsung,125000.0,1001.0,2.0,32.0,6.0,gris argent,8.0,12.0,2
"iPhone 6 - 32Go HDD - 1Go RAM - 4,7"" - Gris - 12 Mois",Apple,205800.0,1001.0,2.0,8.0,5.8,or,8.0,12.0,1
iPhone 5S 16 Go HDD - 1 Go RAM - 4'' - Gris Argent,Apple,89500.0,1001.0,4.0,32.0,6.1,gris,7.0,12.0,1
Galaxy A7 (2018) - Dual SIM - 64Go HDD - 4Go RAM - Or - 6 Mois,Samsung,235000.0,1001.0,3.0,64.0,5.5,noir,16.0,16.0,2
G5 32Go HDD - Gris,LG,260000.0,1001.0,4.0,32.0,5.7,noir,7.0,12.0,1
Nova 3i Dual SIM - 128Go - 4Go Ram- HDD - Noir - 3 Mois,Huawei,265500.0,1001.0,2.0,64.0,6.0,noir,7.0,12.0,2
Core stilo Dual SIM - 8Go HDD - 1Go RAM - Noir - 24 Mois,Noa,35000.0,1001.0,6.0,16.0,5.1,noir,7.0,12.0,2
Zenfone 4 Max - Dual Sim - 32Go HDD - 3Go RAM - Noir,ASUS,95500.0,101.0,2.0,64.0,5.8,blue,4.0,16.0,2
Galaxy A6 Plus - Dual Sim - 64Go HDD - 4Go RAM - Noir,Samsung,215500.0,1001.0,2.0,8.0,5.7,bleu,16.0,20.0,2
Galaxy A7 - Dual SIM - 64Go HDD - 4Go RAM - Bleu,Samsung,215500.0,49.0,4.0,16.0,0.0,or,7.0,12.0,2
Galaxy A6 Plus - Dual Sim - 64Go HDD - 4Go RAM - Bleu,Samsung,215500.0,10001.0,4.0,16.0,5.7,noir,5.0,16.0,2
Galaxy A7 - Dual Sim - 64Go HDD - 4Go RAM - Or,Samsung,215500.0,99.0,3.0,32.0,5.7,noir,5.0,12.0,2
"Galaxy S6 Edge - 64 Go HDD - 3 Go RAM - 5,1'' - Noir",Samsung,150000.0,10001.0,1.0,32.0,5.2,noir,7.0,12.0,1
"Galaxy S6 Edge Plus  - 32 Go HDD - 4 Go RAM - 5,7"" - Noir",Samsung,160000.0,10001.0,1.0,32.0,5.5,white,12.0,12.0,1
Ivory Dual SIM - 8Go HDD - 1Go RAM - Noir - 12 Mois,Flash,43500.0,10001.0,2.0,16.0,0.0,noir,7.0,12.0,2
Galaxy J1 Ace Dual SIM 4Go HDD / 512 Mo Ram - Blanc,Samsung,55700.0,1001.0,4.0,32.0,5.5,noir,7.0,12.0,2
Galaxy Grand Prime Plus Dual SIM 8Go HDD - 1.5Go Ram - Noir,Samsung,63700.0,99.0,6.0,64.0,5.5,noir et gris,7.0,12.0,2
Galaxy J4 Core (2018) Dual SIM 16Go HDD / 1Go Ram - Ecran 6 pouces - Noir,Samsung,77700.0,99.0,3.0,128.0,5.5,or,8.0,12.0,2
"V20 4G LTE - Empreinte Digitale - 64Go HDD - 4Go RAM - 5,7"" - Noir Et Gris",LG,132450.0,99.0,2.0,128.0,5.5,or,5.0,13.0,1
Galaxy S7 Edge 32 Go HDD - Or,Samsung,159500.0,99.0,2.0,8.0,5.5,rouge,5.0,8.0,1
"Galaxy J4 Pus Dual SIM - 32Go HDD- 3 Go RAM - 6"" - Or- 3 Mois",Samsung,115000.0,99.0,4.0,64.0,5.5,aurore violet,8.0,13.0,2
Galaxy J6 Plus (2018) - 64 GB HDD - 4 GB RAM - 6'' + Pochette - Rouge,Samsung,185000.0,49.0,3.0,32.0,5.0,bleu,5.0,8.0,1
Y9 Dual SIM - 128Go HDD - 4Go RAM - Aurore violet - 3 Mois,Huawei,220500.0,49.0,4.0,16.0,2.0,bleu,4.0,20.0,2
Galaxy A7 (2018) - Dual SIM - 64Go HDD - 4Go RAM - Bleu - 6 Mois,Samsung,250000.0,99.0,2.0,64.0,5.0,or,5.0,16.0,2
"Galaxy A7 (2018) - Dual SIM - 128Go HDD - 4Go RAM - 6"" - Bleu - 6 Mois",Samsung,275000.0,99.0,3.0,16.0,6.0,or,8.0,13.0,2
Galaxy S8 - 64Go HDD - Or - 12 Mois,Samsung,285000.0,49.0,4.0,16.0,5.0,noir,5.0,16.0,1
Galaxy S8 Plus Duos - 64Go HDD - Or,Samsung,340000.0,49.0,4.0,16.0,5.1,noir,20.0,16.0,1
Galaxy S7 Edge 32Go HDD- 4Go RAM - Noir - 12 Mois + Pochette,Samsung,160000.0,99.0,2.0,64.0,5.5,marron,1.2,20.0,1
"Galaxy J4 Core - 16Go HDD - 1Go RAM - 6,1"" - Noir",Samsung,88000.0,9.0,2.0,64.0,5.5,noir,5.0,12.0,1
Galaxy Note 9 - 64Go HDD - 6Go RAM - Marron - 24 Mois de Garantie,Samsung,740000.0,9.0,3.0,64.0,6.0,noir,2.0,8.0,1
Galaxy J4 Dual SIM - 16Go HDD - 2Go RAM - Noir - 12 Mois + Pochette + Protège Ecran Offerts,Samsung,79900.0,9.0,1.0,16.0,4.0,or,13.0,13.0,2
Galaxy S6 Edge 32Go HDD - Noir - 12 Mois,Samsung,135000.0,101.0,2.0,64.0,5.2,bleu,13.0,13.0,1
Galaxy J4 Dual SIM - 16Go HDD - 2Go RAM - 13MP - Or - 12 Mois + Pochette + Protège Ecran Offerts,Samsung,79900.0,9.0,3.0,16.0,5.5,nor,8.0,13.0,2
Galaxy J4 Dual SIM - 16Go HDD - 2Go RAM - 13MP - Bleu - 12 Mois + Pochette + Protège Ecran Offerts,Samsung,79900.0,99.0,3.0,8.0,6.0,beige et noir,8.0,13.0,2
Galaxy J6 Dual SIM - 32Go HDD - 3Go RAM - 13MP - Noir - 12 Mois + Pochette + Protège Ecran Offerts,Samsung,99900.0,99.0,3.0,16.0,5.0,noir,16.0,16.0,2
"Torque Ego Note 3G - 8Go HDD - 1Go RAM - 5,5"" - Beige Et Noir",TORQUE,37000.0,101.0,3.0,32.0,5.0,blanc,13.0,13.0,1
"Galaxy S6 - 32Go HDD - 3Go RAM - 5,1"" - Noir",Samsung,135000.0,49.0,1.0,32.0,5.7,noir,13.0,13.0,1
"Galaxy S6 - 32Go HDD - 3Go RAM - 5,1"" - Blanc",Samsung,135000.0,99.0,1.0,32.0,5.1,noir,13.0,13.0,1
"Galaxy S7 - 32Go HDD - 4Go RAM - 5,1"" - Noir",Samsung,160000.0,99.0,1.0,16.0,5.7,noir,8.0,16.0,1
"Galaxy S7 Edge - 32Go HDD - RAM 4Go - 5,5"" - Noir",Samsung,250000.0,99.0,4.0,8.0,6.0,or,16.0,16.0,1
"Galaxy Note 8 - 64Go HDD - 6Go RAM - 6,3"" - Noir",Samsung,550000.0,99.0,4.0,32.0,4.7,noir,5.0,13.0,1
Galaxy S6 32 Go HDD - Or,Samsung,129500.0,99.0,4.0,64.0,5.6,noir,8.0,12.0,1
Galaxy S6 Edge 32 Go HDD - Noir,Samsung,175000.0,99.0,2.0,128.0,5.2,or,8.0,12.0,1
"Hot 6X - Dual SIM - 32Go HDD - 2Go RAM - 6,2"" - Noir",Infinix,128500.0,49.0,3.0,32.0,5.3,or,8.0,12.0,2
Galaxy S6 Edge 64 Go HDD - Or,Samsung,150000.0,99.0,6.0,64.0,5.5,gris,7.0,12.0,1
Galaxy S6 Edge 32 Go HDD - Or,Samsung,138500.0,99.0,0.512,16.0,5.5,rouge,5.0,12.0,1
iPhone 6S Plus 64Go HDD - Gris - 12 Mois + Pochette + Protège Ecran Offert,Apple,285500.0,99.0,1.0,32.0,5.5,noir,7.0,12.0,1
"Hot 6 - Dual SIM - 16Go HDD - 1Go RAM - 6"" - Rouge",Infinix,77000.0,99.0,1.0,32.0,5.7,noir,5.0,16.0,2
"Galaxy S9 SM-G960 - 64Go HDD - 4Go RAM - 5,8"" - Noir - 24 Mois",Samsung,400000.0,99.0,1.0,32.0,6.0,noir,,,1
"Galaxy J2 Prime - 8Go HDD - 1,5Go RAM - 5"" - Noir",Samsung,78000.0,49.0,2.0,16.0,5.2,noir,,,1
"Galaxy J4 Dual SIM 16Go HDD - 2Go RAM - 5,5"" - Noir",Samsung,90000.0,99.0,4.0,32.0,6.0,noir,,,2
"Hot 6X - Dual SIM - 16Go HDD - 2Go RAM - 6,2"" - Noir",Infinix,105850.0,99.0,4.0,32.0,6.0,noire,,,2
"Note 5 - Dual SIM - 32Go HDD - 3Go RAM - 6"" - Noir - 12 Mois",Infinix,126000.0,9.0,4.0,64.0,6.0,noir,,,2
"Note 4 Pro - Dual SIM - 32Go HDD - 3Go RAM - 5,7"" - Noir - 12 Mois",Infinix,135000.0,1001.0,4.0,16.0,4.7,noir,,,2
"Galaxy J6 (2018) - Dual SIM - 32Go HDD - 2Go RAM - 5,6"" - Noir",Samsung,135000.0,99.0,1.0,32.0,5.8,or,,,2
"Y6 Prime (2018) -16Go HDD - 2Go RAM - 5,7"" - Noir",Huawei,140000.0,9.0,3.0,128.0,5.5,gris et noir,,,1
"Y7 Prime (2018) - Dual SIM - 32Go HDD - 3Go RAM - 5,9 - Or",Huawei,195000.0,99.0,4.0,16.0,5.5,noir,,,2
"iPhone 6 - 64Go HDD - 1Go RAM - 4,7"" - Gris Et Noir - 12 Mois",Apple,200000.0,99.0,4.0,64.0,5.8,bleu,,,1
"iPhone 6 - 128Go HDD - 1Go RAM - 4,7"" - Noir - 12 Mois",Apple,300000.0,99.0,1.0,128.0,6.0,beige,,,1
"P20 Pro - Dual SIM - 128Go HDD - 6Go RAM - 6,1"" - Bleu - 12 Mois",Huawei,650000.0,99.0,4.0,256.0,4.7,noir,,,2
"Torque EGO NOTE 3G - 8Go HDD - 1Go RAM - 5,5"" - Beige",TORQUE,37000.0,99.0,4.0,256.0,6.1,rose or et blanc,,,1
"Galaxy S8 - 64Go HDD - 4GB RAM - 5.8"" - Noir",Samsung,320600.0,99.0,4.0,32.0,4.7,noir,,,1
"iPhone 7 - 32Go HDD - 2Go RAM - 4,7"" - Rose Or Et Blanc - 6 Mois",Apple,284750.0,99.0,4.0,8.0,5.5,noir,,,1
"G4 PLAY - Compatible CAMTEL Uniquement - 16Go HDD - 2Go RAM - 5"" - Noir",MOTOROLA,100000.0,1001.0,4.0,8.0,4.7,blanc,,,1
CRYSTAL Dual SIM 64Go HDD - 4Go RAM - 13+5MP - 12 Mois,UMIDIGI,195000.0,49.0,4.0,16.0,6.0,gris argent,,,2
Galaxy S5 16Go HDD - Blanc - 3 Mois,Samsung,80500.0,99.0,4.0,64.0,5.5,or,,,1
"R2 Plus (2019) - 16Go HDD - 2Go RAM - 6,2"" - Gris Argent - 12 Mois",Blu,105500.0,99.0,1.0,32.0,5.5,noir,,,1
Galaxy S7 32Go HDD - Or - 3 Mois,Samsung,125000.0,49.0,6.0,32.0,5.5,noir,,,1
"Galaxy J7 (2016) Dual SIM - 16 Go - 2 Go RAM - 5,5'' - Noir",Samsung,130000.0,49.0,1.0,128.0,6.2,noir,,,2
"Redmi 5 Plus - Dual SIM - 64Go HDD - 4Go RAM - 5,99"" - Noir + Pochette + Protège Ecran",Xiaomi,145000.0,49.0,1.0,32.0,5.5,blanc,,,2
"Galaxy S6 Edge - 64 Go HDD - 3 Go RAM - 5,1'' - Black",Samsung,155000.0,99.0,4.0,128.0,6.0,noir,,,1
Galaxy S4 16Go HDD - Blanc - 3 Mois,Samsung,75000.0,49.0,1.0,8.0,6.0,gris,,,1
"V20 - 64 Go HDD - 4Go RAM - 5,7"" - Noir",LG,135000.0,49.0,4.0,8.0,5.8,noir,,,1
iPhone 6S Plus 16Go HDD - Gris + Pochette Et Ecran de Protection - 12 Mois,Apple,210500.0,49.0,2.0,7.0,5.8,gris,,,1
"Galaxy Note 8 - 64 Go HDD - 6 Go RAM - 6,3'' - Noir - 24 Mois",Samsung,330000.0,49.0,2.0,16.0,5.8,noir,,,1
"iPhone 6S Plus - 16Go HDD - 2Go RAM - 5,5"" - Gris - 12 Mois + Pochette Et Ecran De Protection",Apple,200500.0,49.0,4.0,16.0,6.5,noir,,,1
"F1 - Dual SIM - 8Go HDD - 512Mo RAM - 5"" - Noir - 12 Mois",Tecno,43800.0,49.0,6.0,16.0,5.8,gris,,,2
Galaxy S5 16Go HDD - Noir - 3 Mois,Samsung,85000.0,49.0,2.0,64.0,5.0,or,,,1
G5 - 32Go HDD - Gris - 12 Mois + Protège Ecran Offert,LG,110000.0,49.0,6.0,32.0,5.5,bleu,,,1
Galaxy S6 Edge plus 32Go HDD - Or - 3 Mois,Samsung,164000.0,49.0,2.0,32.0,5.5,noir,,,1
Galaxy S6 32Go HDD - Bleu - 3 Mois,Samsung,119500.0,49.0,2.0,64.0,5.7,rose or,,,1
Note 4 Pro Dual SIM 32Go HDD - Noir - 12 Mois,Infinix,130000.0,49.0,3.0,64.0,5.2,or,,,2
Smart 2 Dual SIM 16 Go HDD - 1 Go RAM - Rose Or,Infinix,68000.0,49.0,2.0,32.0,5.2,or,,,2
Galaxy Grand Prime Plus Dual SIM 8Go HDD - Or,Samsung,85000.0,1001.0,32.0,32.0,4.7,or,,,2
Spark 2 Dual SIM 32 Go HDD + 2 Go RAM - Or - 12 Mois,Tecno,95000.0,1001.0,3.0,32.0,5.5,bleu,,,2
Vente Flash - Galaxy S8 64Go HDD - Or,Samsung,225000.0,1001.0,3.0,16.0,5.6,noir,,,1
P20 Pro - 128 Go HDD - 6Go Ram - Bleu,Huawei,433000.0,99.0,3.0,32.0,6.3,or,,,1
Galaxy S6 Edge 32Go HDD - noir - 3 Mois,Samsung,135000.0,99.0,4.0,32.0,4.0,noir,,,1
Galaxy Note 5 32 Go HDD - Or,Samsung,145250.0,99.0,3.0,32.0,5.0,blanc,,,1
iPhone6 16 Go HDD - Noir,Apple,150570.0,10001.0,32.0,32.0,5.0,or,,,1
Galaxy S6 Edge 64 Go HDD - Blanc,Samsung,189320.0,99.0,6.0,64.0,5.5,noir,,,1
Galaxy C7 32 Go HDD - Or,Samsung,189500.0,99.0,3.0,32.0,5.0,gris,,,1
iPhone 6+ 16 Go HDD - Noir,Apple,203250.0,99.0,4.0,64.0,5.5,noir,,,1
iPhone 6S Plus 64Go HDD - Gris+ Pochette et Ecran de Protection - 12 Mois,Apple,280500.0,99.0,3.0,16.0,5.0,gris,,,1
"X Bot Champ - 32 Mo -  4Mo RAM - 2,4"" - Noir",X TOUCH,20000.0,99.0,4.0,64.0,5.0,noir,,,1
G4 Stylus 16Go HDD - Gris (Reconditionné),LG,75000.0,49.0,4.0,16.0,5.0,or,,,1
Galaxy Note5 - 32Go HDD -Noir,Samsung,125800.0,99.0,1.0,128.0,5.0,or,,,1
"Redmi 5 Plus - Dual SIM - 32Go HDD - 3Go RAM - 5,99"" - Or + Pochette + Protège Ecran",Xiaomi,130000.0,99.0,1.0,128.0,5.0,or,,,2
Galaxy A5 16 Go HDD - Or,Samsung,130100.0,49.0,1.0,28.0,5.5,noir,,,1
Galaxy S7 32 Go HDD - Or,Samsung,138000.0,99.0,4.0,64.0,6.0,blanc,,,1
"X - Double Puce - 16Go HDD - 2Go RAM - 5,8"" - Noir + Écouteurs + Ecran De Protection",X TOUCH,140000.0,101.0,4.0,128.0,6.0,blanc,,,2
Galaxy S6 Edge 32Go HDD - Blanc - 3 Mois,Samsung,140000.0,101.0,4.0,64.0,5.5,noir,,,1
Galaxy S6 32Go HDD - Blanc - 3 Mois,Samsung,140000.0,101.0,1.0,64.0,4.5,or,,,1
Galaxy S7 Edge 32 Go HDD - Noir,Samsung,159600.0,101.0,4.0,64.0,6.0,or,,,1
Galaxy S6 Edge+ 32 Go HDD - Or,Samsung,169000.0,1001.0,3.0,64.0,5.0,or,,,1
Galaxy S6 Edge Plus 64Go HDD - Or,Samsung,175000.0,9.0,1.0,128.0,5.0,or,,,1
Galaxy A5 Édition 2016 16Go HDD - Or + Pochette + Ecran De Protection,Samsung,200000.0,99.0,6.0,64.0,5.4,noir,,,1
Galaxy S7 Edge Dual SIM 32Go HDD - Or,Samsung,221500.0,49.0,1.0,128.0,5.4,noir,,,2
Galaxy S8+  Duos 64Go HDD - Noir,Samsung,301500.0,99.0,1.0,32.0,4.7,or,,,1
"iPhone 7 Plus - 128Go HDD - 3Go RAM - 5,5"" - Noir",Apple,347900.0,99.0,1.0,256.0,5.0,or,,,1
iPhone 6 Plus - 16Go HDD - Or - 1 Mois,Apple,396300.0,49.0,0.512,128.0,6.0,rouge,,,1
iPhone 6s Plus 64Go HDD - Or,Apple,419500.0,99.0,1.0,128.0,4.0,or,,,1
iPhone 7 Plus 128Go HDD - Rouge,Apple,450000.0,101.0,1.0,128.0,5.0,rouge,,,1
iPhone 7 Plus 256Go HDD - Or,Apple,475000.0,101.0,1.0,64.0,5.8,or,,,1
iPhone 7 Plus 256Go HDD - Rouge,Apple,499000.0,99.0,1.0,64.0,6.0,noir,,,1
iPhone 7 Plus 32Go HDD - Or,Apple,513600.0,49.0,2.0,128.0,5.7,blanc,,,1
Ivory Dual SIM 8 Go HDD - 1Go RAM - Noir - 12 Mois,Flash,33900.0,49.0,1.0,64.0,5.7,noir et jaune,,,2
"SP4 Senior - 32Mo - 4Mo RAM - 2,2"" - Blanc",X TOUCH,15000.0,49.0,3.0,512.0,6.0,noir et argent,,,1
"X Bot Swimmer - 32 Mo -  4Mo RAM - 2,4"" - Noir Et Jaune",X TOUCH,36000.0,49.0,1.0,256.0,5.2,bleu,,,1
A2 XL Dual SIM 8Go HDD - Noir Et Argent,Alcatel,45000.0,101.0,3.0,512.0,4.7,blanc,,,2
"NX - Dual SIM - 16Go HDD - 1Go RAM - 5"" - Bleu - 12 Mois",Tecno,62000.0,101.0,2.0,256.0,5.7,noir,,,2
Galaxy S6 32 Go HDD - Blanc,Samsung,125915.0,101.0,2.0,16.0,5.7,or,,,1
Galaxy C5 32 Go HDD - Noir,Samsung,134395.0,49.0,2.0,7.0,6.0,blanc et or,,,1
Galaxy S6 Edge 32Go HDD - Or - 3 Mois,Samsung,135000.0,9.0,1.0,16.0,5.1,noir,,,1
Mi A2 Dual SIM - 64Go HDD - 4Go RAM - 20+12MP - Blanc Et Or + Pochette + Protège Ecran Offerts - 12 Mois,Xiaomi,139900.0,49.0,3.0,32.0,6.0,noir,,,2
Galaxy A5 16 Go HDD - Noir,Samsung,140100.0,101.0,2.0,32.0,6.0,noir,,,1
Galaxy S7 Dual SIM 32 Go HDD - Noir,Samsung,150000.0,49.0,1.0,32.0,6.0,or,,,2
Galaxy S6 Edge 64 Go HDD - Noir,Samsung,155000.0,49.0,2.0,16.0,6.0,blanc,,,1
Galaxy C5 32 Go HDD - Or,Samsung,159500.0,49.0,2.0,32.0,5.5,or,,,1
Galaxy C7 32 Go HDD - Blanc,Samsung,170500.0,49.0,3.0,32.0,5.5,noir,,,1
Galaxy S7 Dual SIM 32Go HDD - Or - 12 Mois,Samsung,170630.0,101.0,2.0,64.0,0.0,argent,,,2
Galaxy S7 Edge Dual SIM 32 Go HDD - Noir,Samsung,185000.0,49.0,4.0,64.0,5.5,blanc,,,2
iPhone 6S 64 Go HDD - Argent,Apple,205000.0,49.0,2.0,8.0,5.5,or,,,1
iPhone 6 Plus 128 Go HDD 1 Go RAM - Blanc - 12 Mois,Apple,240000.0,49.0,2.0,8.0,5.8,violet,,,1
iPhone 7 Plus 32Go HDD - Or - 12 Mois,Apple,425500.0,9.0,1.0,8.0,5.0,noir,,,1
Galaxy Note 9 - 128Go HDD - 6Go RAM - Violet - 12 Mois de Garantie,Samsung,700000.0,101.0,4.0,8.0,6.0,noir,,,1
"A14 - Double Puce - 8Go HDD - 512 Mo RAM - 4"" - Noir - 12 Mois",ITEL,30000.0,49.0,4.0,8.0,5.5,noir,,,2
A506 8Go HDD - 1Go RAM - Noir,ZTE,45000.0,9.0,4.0,8.0,6.0,or,,,1
