name,seller,price,number-of-items-sold,ram,rom,screen-size,color,front-camera,rear-camera,number_of_sims,date,os
Galaxy S7 Edge 32Go HDD - 4Go RAM - Or - 12 Mois,Samsung,243500.0,49.0,1.0,64.0,6.2,or,7.0,12.0,1,Sun May 26 21:32:24 2019,android
Y5 Lite - Dual Sim - 16GO HDD -1GO Ram - Bleu - 6 Mois,Huawei,72000.0,49.0,2.0,32.0,6.0,bleu,8.0,13.0,2,Sun May 26 21:32:26 2019,android
Honor 10 lite - 64 Go HDD - 3Go Ram -  Noir - 6 Mois,Huawei,175000.0,49.0,2.0,32.0,6.0,noir,2.0,15.0,1,Sun May 26 21:32:27 2019,android
Galaxy M20 Dual SIM - 64Go HDD - 4Go RAM - 13+5MP - Bleu - 12 Mois,Samsung,179000.0,49.0,3.0,16.0,6.0,bleu,5.0,13.0,2,Sun May 26 21:32:28 2019,android
Galaxy M30 Dual SIM - 64Go HDD - 4Go RAM - 13+5MP - Bleu - 12 Mois,Samsung,211000.0,1001.0,2.0,32.0,4.7,bleu,5.0,13.0,2,Sun May 26 21:32:30 2019,android
"Galaxy A7 (2018) - Dual SIM - 128Go HDD - 4Go RAM - 6"" - Noir - 6 Mois",Samsung,212000.0,1001.0,2.0,128.0,6.0,noir,2.0,18.0,2,Sun May 26 21:32:31 2019,android
"Galaxy A7 (2018) - Dual SIM - 128Go HDD - 4Go RAM - 6"" - Noir - 6 Mois",Samsung,212000.0,1001.0,3.0,128.0,6.0,noir,2.0,18.0,2,Sun May 26 21:32:33 2019,android
Galaxy A50 Dual SIM - 128Go HDD - 4Go RAM - 25+8+5MP - Noir - 12 Mois,Samsung,243000.0,1001.0,2.0,16.0,6.0,noir,2.0,18.0,2,Sun May 26 21:32:34 2019,android
Galaxy S7 Edge 32Go HDD -Perle Blanc - 6 mois,Samsung,243500.0,1001.0,4.0,16.0,6.0,perle blanc,1.2,8.0,1,Sun May 26 21:32:35 2019,android
"Galaxy S8 Plus - 64Go HDD - 4Go RAM - 6,2"" - Or - 6 Mois",Samsung,300000.0,49.0,4.0,16.0,6.0,or,0.0,24.0,1,Sun May 26 21:32:38 2019,android
Galaxy S8 Plus SM-G955F - 64Go HDD -4 Go Ram - Noir - 6 mois,Samsung,300000.0,101.0,1.0,32.0,6.0,noir,0.0,16.0,1,Sun May 26 21:32:40 2019,ios
"Desire 610 - 8Go HDD - 1Go RAM - 4,7"" - Noir",HTC,40000.0,101.0,3.0,16.0,6.0,noir,5.0,2.0,1,Sun May 26 21:32:43 2019,android
"Hot 6X - Dual SIM - 16Go HDD - 2Go RAM - 6,2"" - Noir",Infinix,83000.0,101.0,1.0,128.0,5.0,noir,2.0,21.0,2,Sun May 26 21:32:44 2019,android
Smart 2 Dual SIM 16 Go HDD - 1Go RAM - Or - 12 Mois,Infinix,68950.0,101.0,1.0,128.0,4.0,or,24.0,16.0,2,Sun May 26 21:32:45 2019,android
"Pixi4  - 8 Go HDD - 1 Go RAM - 6"" - Noir",Alcatel,53000.0,49.0,1.0,32.0,6.0,noir,24.0,16.0,1,Sun May 26 21:32:47 2019,android
A3 Dual SIM 16Go HDD - Blanc - 12 Mois,Alcatel,65000.0,10001.0,3.0,32.0,5.3,blanc,24.0,16.0,2,Sun May 26 21:32:49 2019,android
Galaxy A7 Dual SIM 64 Go HDD - 4Go RAM - Or,Samsung,221000.0,101.0,1.0,64.0,6.3,or,24.0,16.0,2,Sun May 26 21:32:50 2019,android
Galaxy J7 Pro - 64Go HDD - 3Go RAM - Noir,Samsung,242000.0,101.0,6.0,64.0,4.0,noir,5.0,16.0,1,Sun May 26 21:32:51 2019,android
Galaxy J2 Pro Dual SIM - 16 Go HDD - 1.5 Go RAM - Noir,Samsung,85000.0,1001.0,4.0,32.0,5.0,noir,5.0,16.0,2,Sun May 26 21:32:54 2019,android
Galaxy J6 Plus (2018) - 64 Go HDD - 4 Go RAM - 6'' - Gris - 3 Mois,Samsung,170000.0,1001.0,2.0,16.0,6.0,gris,2.0,5.0,1,Sun May 26 21:32:55 2019,android
Galaxy J6 Plus (2018) - 64 Go HDD - 4 Go RAM - 6'' - Gris - 3 Mois,Samsung,170000.0,101.0,2.0,8.0,6.0,gris,2.0,5.0,1,Sun May 26 21:32:57 2019,android
Galaxy J6 Plus (2018) - 64 Go HDD - 4 Go RAM - 6'' - Rouge - 3 Mois,Samsung,170000.0,1001.0,2.0,16.0,6.0,rouge,5.0,8.0,1,Sun May 26 21:32:58 2019,android
Honor 8X Dual SIM - 128Go HDD - 4Go RAM - Bleu,Huawei,235000.0,101.0,2.0,128.0,6.0,bleu,5.0,8.0,2,Sun May 26 21:33:01 2019,android
"Galaxy S10 Plus - 128Go HDD - 8Go RAM - 6,4"" - 24 Mois - Blanc",Samsung,651000.0,101.0,3.0,32.0,5.1,blanc,5.0,16.0,1,Sun May 26 21:33:02 2019,android
Galaxy S7 Edge - 32 Go HDD - 4 Go RAM - Or - 12 Mois + Pochette + Protège Ecran,Samsung,167000.0,101.0,3.0,16.0,5.7,or,5.0,12.0,1,Sun May 26 21:33:04 2019,android
Galaxy S7 Edge - 32 Go HDD - 4 Go RAM - Bleu - 12 Mois + Pochette + Protège Ecran,Samsung,167000.0,101.0,2.0,32.0,5.0,bleu,0.0,13.0,1,Sun May 26 21:33:06 2019,android
Honor 10 lite - 64 Go HDD - 3Go Ram -  Noir - 6 Mois,Huawei,175000.0,101.0,2.0,32.0,4.3,noir,0.0,24.0,1,Sun May 26 21:33:07 2019,android
Honor 10 lite - 64 Go HDD - 3 Go RAM -  Bleu Saphir - 6 Mois,Huawei,175000.0,101.0,3.0,16.0,5.0,bleu saphir,0.0,24.0,1,Sun May 26 21:33:09 2019,android
Camon 11 Dual SIM 32 Go HDD - Blue - 12 Mois,Tecno,145700.0,1001.0,3.0,64.0,6.0,bleu,8.0,12.0,2,Sun May 26 21:33:10 2019,android
"Galaxy S6 Edge - 32Go HDD - RAM 3Go - 5,7"" - Or - 12 Mois + Pochette + Protège Ecran Offerts",Samsung,2210000.0,49.0,3.0,64.0,5.7,or,8.0,12.0,1,Sun May 26 21:33:11 2019,android
iPhone 6S Plus 16Go HDD - Gris + Pochette Et Ecran de Protection - 12 Mois,Apple,290000.0,49.0,1.0,8.0,6.5,gris,5.0,12.0,1,Sun May 26 21:33:13 2019,ios
Galaxy J4 Plus Dual SIM - 32Go HDD - 2Go RAM - 13MP - Noir Et Or - 12 Mois,Samsung,95265.0,49.0,1.0,8.0,6.0,noir et or,5.0,8.0,2,Sun May 26 21:33:14 2019,android
Galaxy S10 - 128Go HDD - 8Go RAM - 16+12+12MP - Noir - 24 Mois de Garantie,Samsung,669900.0,49.0,4.0,32.0,6.0,noir,12.0,12.0,1,Sun May 26 21:33:15 2019,android
Y5 Lite - Dual Sim - 16GO HDD -1GO Ram - Bleu - 6 Mois,Huawei,72000.0,9.0,4.0,64.0,6.2,bleu,5.0,13.0,2,Sun May 26 21:33:17 2019,android
Honor 8X -Dual Sim - 128Go HDD - 4Go RAM  - Phantom bleu - 06 Mois,Huawei,230000.0,49.0,4.0,8.0,6.0,phantom bleu,5.0,16.0,2,Sun May 26 21:33:18 2019,android
"Hot 7 - Dual Sim - 6,2"" - 16 Go HDD - 1 Go RAM - Noir",Infinix,77000.0,49.0,1.0,16.0,6.0,noir,5.0,13.0,2,Sun May 26 21:33:19 2019,android
"Hot 7 Dual Sim - 6,2"" - 16 Go HDD - 1 Go RAM - Or",Infinix,77000.0,49.0,3.0,8.0,5.5,or,5.0,13.0,2,Sun May 26 21:33:21 2019,android
Galaxy M10 Dual SIM - 16Go HDD - 2Go RAM - 13+5MP - Noir + Protège Ecran Offert,Samsung,200000.0,49.0,4.0,16.0,5.1,noir,8.0,13.0,2,Sun May 26 21:33:22 2019,android
"Hot 7 Pro Dual Sim - 6,2"" - 32 Go HDD - 2 Go RAM - Or",Infinix,89000.0,49.0,4.0,8.0,5.5,or,5.0,8.0,2,Sun May 26 21:33:24 2019,android
Vente Flash - Galaxy M10 Dual SIM - 16Go HDD - 2Go RAM - 13+5MP - Noir + Protège Ecran Offert,Samsung,200000.0,49.0,4.0,32.0,5.5,noir,5.0,16.0,2,Sun May 26 21:33:25 2019,android
Galaxy A7 (2018) - Dual SIM - 128Go HDD - 4Go RAM - Noir - 6 Mois,Samsung,212000.0,101.0,4.0,8.0,5.6,noir,5.0,16.0,2,Sun May 26 21:33:26 2019,android
Galaxy A7 (2018) - Dual SIM - 128Go HDD - 4Go RAM - Noir - 6 Mois,Samsung,212000.0,99.0,3.0,128.0,5.0,bleu,5.0,12.0,2,Sun May 26 21:33:28 2019,android
Galaxy S7 Edge 32Go HDD -Perle Blanc - 6 mois,Samsung,243500.0,10001.0,4.0,64.0,5.5,perle blanc,5.0,12.0,1,Sun May 26 21:33:29 2019,ios
Galaxy S7 Edge 32Go HDD - 4Go RAM - Or - 12 Mois,Samsung,243500.0,10001.0,1.0,16.0,6.3,or,8.0,12.0,1,Sun May 26 21:33:30 2019,android
"Galaxy S8 Plus - 64Go HDD - 4Go RAM - 6,2"" - Or - 06Mois",Samsung,300000.0,101.0,1.0,16.0,6.0,or,5.0,16.0,1,Sun May 26 21:33:32 2019,android
Galaxy M20 Dual SIM - 64Go HDD - 4Go RAM - 13+5MP - Noir - 12 Mois  + Protège Ecran Offert,Samsung,190000.0,101.0,1.0,32.0,5.5,noir,5.0,16.0,2,Sun May 26 21:33:33 2019,android
Galaxy J7 Pro 32Go HDD - Gris,Samsung,190000.0,101.0,1.0,32.0,6.0,gris,2.0,15.0,1,Sun May 26 21:33:34 2019,android
Galaxy Grand Prime Pro Dual SIM 16Go HDD - Noir,Samsung,89500.0,101.0,4.0,16.0,5.8,noir,5.0,16.0,2,Sun May 26 21:33:36 2019,android
1408 Dual SIM 8Go HDD - Gris,ITEL,33000.0,101.0,4.0,32.0,5.0,gris,5.0,12.0,2,Sun May 26 21:33:38 2019,android
"Galaxy J4 Dual SIM 16Go HDD  2Go RAM - Ecran 5.5"" - Noir",Samsung,92000.0,101.0,4.0,32.0,6.0,noir,2.0,15.0,2,Sun May 26 21:33:40 2019,android
iPhone 7 - 128Go HDD - Noir - 12 Mois,Apple,300000.0,49.0,4.0,32.0,5.6,noir,8.0,12.0,1,Sun May 26 21:33:41 2019,android
Galaxy S7 - 32 Go HDD - Noir,Samsung,158550.0,49.0,4.0,32.0,5.7,noir,5.0,8.0,1,Sun May 26 21:33:43 2019,android
Camon 11 Dual SIM 32 Go HDD - Bordeaux -Noir - 13 Mois,Tecno,116350.0,49.0,1.0,32.0,5.9,bordeaux -noir,2.0,15.0,2,Sun May 26 21:33:45 2019,android
Galaxy J2  - 16 Go HDD + 2 Go RAM -Or,Samsung,75000.0,49.0,6.0,32.0,4.7,or,8.0,13.0,1,Sun May 26 21:33:47 2019,android
Galaxy J4 Plus Dual SIM - 32Go HDD - 2Go RAM - Noir Et Or,Samsung,99000.0,101.0,2.0,32.0,4.7,noir et or,8.0,13.0,2,Sun May 26 21:33:48 2019,ios
Galaxy J6 Dual SIM - 32 Go HDD - 3 Go RAM - 6'' - Gris Et Bleu,Samsung,129000.0,101.0,3.0,16.0,6.1,gris et bleu,2.0,9.0,2,Sun May 26 21:33:49 2019,android
Galaxy A3 Edition 2017 Dual SIM 16Go HDD - Or,Samsung,149000.0,99.0,2.0,64.0,5.0,or,2.0,9.0,2,Sun May 26 21:33:50 2019,android
Galaxy J8 - Dual Sim - 64 Go HDD - 4 Go RAM - 6'' - Or,Samsung,199000.0,101.0,2.0,32.0,5.8,or,2.0,28.0,2,Sun May 26 21:33:52 2019,android
"Galaxy S9 - 64Go HDD - 4 Go RAM - 6,2'' - Gris",Samsung,409000.0,49.0,3.0,128.0,4.7,gris,5.0,8.0,1,Sun May 26 21:33:53 2019,android
"A14 + Carte memoire 16Go - Dual SIM- 8Go HDD - 512 Mo RAM - 4"" - Noir - 12 Mois",ITEL,35000.0,49.0,1.0,8.0,5.0,noir,8.0,12.0,2,Sun May 26 21:33:55 2019,android
Vente Flash - Core Stilo Dual SIM - 8 Go HDD - 1Go RAM - Noir - 24 Mois de Garantie,Noa,35000.0,1001.0,4.0,32.0,5.5,noir,7.0,12.0,2,Sun May 26 21:33:56 2019,android
Vente Flash - Galaxy M10 Dual SIM - 32Go HDD - 3Go RAM - 13+5MP - Noir - 12 Mois,Samsung,114900.0,101.0,6.0,64.0,6.0,noir,5.0,8.0,2,Sun May 26 21:33:57 2019,android
Vente Flash - iPhone 6 - 64Go HDD - Blanc Et Or - 12 Mois + Pochette + Protège Ecran Offerts,Apple,159900.0,1001.0,2.0,64.0,5.1,blanc et or,2.0,16.0,1,Sun May 26 21:33:59 2019,ios
A16 + Carte memoire 16Go - Dual SIM - 8Go HDD - 512 Mo RAM - Noir -12 Mois,ITEL,42500.0,101.0,2.0,64.0,5.5,noir,2.0,15.0,2,Sun May 26 21:34:00 2019,ios
V15 Dual SIM - 16Go HDD - 1Go RAM - Or + Support paresseux - 12 Mois de Garantie,X-tigi,43000.0,101.0,1.0,64.0,6.3,or,5.0,12.0,2,Sun May 26 21:34:01 2019,android
A16 + Support paresseux - Dual SIM - 8Go HDD - 512 Mo RAM - Noir - 12,ITEL,43500.0,9.0,4.0,64.0,5.5,noir,5.0,13.0,2,Sun May 26 21:34:02 2019,android
"V15 Dual Sim - 16Go HDD - 1GB RAM - 5"" - Noir Et Or - 12 Mois + Carte Mémoire 16GB",X-tigi,45500.0,1001.0,1.0,32.0,5.0,noir et  or,5.0,16.0,2,Sun May 26 21:34:04 2019,android
A16 +Carte memoire 16Go + Support paresseux - Dual Sim - 8Go HDD - 512 Mo RAM - Noir - 12 Mois,ITEL,46500.0,1001.0,2.0,8.0,5.1,noir,2.0,13.0,2,Sun May 26 21:34:07 2019,android
"A14 Double Puce - 8Go HDD - 512 Mo RAM - 4"" - Noir - 12 Mois + Carte Mémoire 16Go + Support Téléphone",ITEL,36000.0,99.0,2.0,4.0,5.3,noir,5.0,12.0,2,Sun May 26 21:34:08 2019,android
Galaxy J6 Plus (2018) Dual SIM - 32 Go HDD - 3 Go RAM - 6'' - Noir,Samsung,137000.0,1001.0,2.0,8.0,5.7,noir,2.0,24.0,2,Sun May 26 21:34:10 2019,android
Galaxy J2 Core Dual Sim - 8Go HDD - 1Go RAM - Noir,Samsung,65000.0,1001.0,3.0,16.0,0.0,noir,5.0,12.0,2,Sun May 26 21:34:12 2019,android
"Galaxy A9 (2018) - 128Go HDD - 6Go RAM - 6"" - Noir",Samsung,294500.0,1001.0,1.0,64.0,5.7,noir,2.0,5.0,1,Sun May 26 21:34:13 2019,android
Galaxy S8 Plus 64Go HDD - Noir,Samsung,347000.0,1001.0,1.0,128.0,5.0,noir,2.0,16.0,1,Sun May 26 21:34:15 2019,android
Spark 2 Dual SIM - 16 Go HDD -  2Go RAM - Noir - 12 Mois,Tecno,82300.0,1001.0,6.0,64.0,6.0,noir,8.0,16.0,2,Sun May 26 21:34:16 2019,android
Spark 2 Dual SIM - 16 Go HDD - 2 Go RAM - Bleu Et Blanc - 12 Mois,Tecno,82700.0,99.0,1.0,128.0,5.8,bleu et blanc,5.0,16.0,2,Sun May 26 21:34:17 2019,android
Samsung Galaxy J4 Plus Dual SIM GSM - LTE - 32Go HDD - 2Go RAM - Noir Et Or + Ecouteur,Samsung,150000.0,99.0,4.0,64.0,6.1,noir et or,5.0,16.0,2,Sun May 26 21:34:19 2019,android
iPhone 7 32Go HDD + Montre Connectée - Noir - 12 Mois,Apple,533700.0,1001.0,2.0,16.0,5.5,noir,8.0,13.0,1,Sun May 26 21:34:20 2019,android
"Pouvoir 2 - Dual Sim - 16Go HDD - 3Go RAM - 6"" - Bleu - 12 Mois",Tecno,90000.0,9.0,2.0,64.0,5.7,bleu,5.0,8.0,2,Sun May 26 21:34:23 2019,android
"X608 Hot 6 Pro - Dual SIM - 32Go HDD - 3Go RAM - 6"" - Rouge Et Noir - 12 Mois",Infinix,100000.0,9.0,2.0,16.0,6.0,rouge et noir,8.0,13.0,2,Sun May 26 21:34:24 2019,android
Samsung Galaxy J4 Plus Dual SIM - 32Go HDD - 2Go RAM - 13MP - Noir- 12 Mois,Samsung,110000.0,9.0,2.0,32.0,5.1,noir,8.0,12.0,2,Sun May 26 21:34:28 2019,android
Samsung Galaxy J4 Plus Dual SIM - 32Go HDD - 2Go RAM - Or - 12 Months,Samsung,110000.0,99.0,2.0,16.0,5.8,or,2.0,28.0,2,Sun May 26 21:34:30 2019,android
Galaxy J6 Plus Dual SIM - 32Go HDD - 3Go RAM - 13+5MP - Gris - 12 Mois,Samsung,115000.0,1001.0,4.0,16.0,5.7,gris,5.0,16.0,2,Sun May 26 21:34:32 2019,android
"Galaxy J6 Plus Dual SIM - 32Go HDD - 3Go RAM - 6"" - Rouge - 12 Mois",Samsung,125000.0,1001.0,3.0,32.0,0.0,rouge,5.0,16.0,2,Sun May 26 21:34:34 2019,android
"Galaxy J6 Plus Dual SIM - 32Go HDD - 3Go RAM - 6"" - Noir - 12 Mois",Samsung,125000.0,1001.0,2.0,8.0,5.7,noir,5.0,16.0,2,Sun May 26 21:34:36 2019,android
"iPhone 6 - 32Go HDD - 1Go RAM - 4,7"" - Gris - 12 Mois",Apple,205800.0,1001.0,6.0,32.0,5.7,gris,8.0,16.0,1,Sun May 26 21:34:37 2019,android
iPhone 5S 16 Go HDD - 1 Go RAM - 4'' - Gris Argent,Apple,89500.0,1001.0,2.0,64.0,5.2,gris argent,0.0,8.0,1,Sun May 26 21:34:40 2019,android
Galaxy A7 (2018) - Dual SIM - 64Go HDD - 4Go RAM - Or - 6 Mois,Samsung,235000.0,101.0,2.0,32.0,5.5,or,5.0,12.0,2,Sun May 26 21:34:41 2019,android
G5 32Go HDD - Gris,LG,260000.0,1001.0,4.0,64.0,0.0,gris,0.0,8.0,1,Sun May 26 21:34:43 2019,android
Nova 3i Dual SIM - 128Go - 4Go Ram- HDD - Noir - 3 Mois,Huawei,265500.0,49.0,4.0,16.0,5.5,noir,5.0,13.0,2,Sun May 26 21:34:46 2019,android
Core stilo Dual SIM - 8Go HDD - 1Go RAM - Noir - 24 Mois,Noa,35000.0,10001.0,3.0,64.0,5.5,noir,5.0,16.0,2,Sun May 26 21:34:48 2019,android
Zenfone 4 Max - Dual Sim - 32Go HDD - 3Go RAM - Noir,ASUS,95500.0,99.0,1.0,8.0,5.5,noir,5.0,13.0,2,Sun May 26 21:34:49 2019,android
Galaxy A6 Plus - Dual Sim - 64Go HDD - 4Go RAM - Noir,Samsung,215500.0,10001.0,2.0,16.0,5.5,noir,5.0,12.0,2,Sun May 26 21:34:51 2019,android
Galaxy A7 - Dual SIM - 64Go HDD - 4Go RAM - Bleu,Samsung,215500.0,10001.0,4.0,32.0,5.5,blue,5.0,8.0,2,Sun May 26 21:34:53 2019,android
Galaxy A6 Plus - Dual Sim - 64Go HDD - 4Go RAM - Bleu,Samsung,215500.0,10001.0,6.0,16.0,5.5,bleu,5.0,16.0,2,Sun May 26 21:34:54 2019,android
Galaxy A7 - Dual Sim - 64Go HDD - 4Go RAM - Or,Samsung,215500.0,1001.0,3.0,32.0,2.0,or,5.0,16.0,2,Sun May 26 21:34:56 2019,android
"Galaxy S6 Edge - 64 Go HDD - 3 Go RAM - 5,1'' - Noir",Samsung,150000.0,99.0,2.0,64.0,5.0,noir,5.0,12.0,1,Sun May 26 21:34:58 2019,android
"Galaxy S6 Edge Plus  - 32 Go HDD - 4 Go RAM - 5,7"" - Noir",Samsung,160000.0,99.0,2.0,128.0,5.0,noir,5.0,16.0,1,Sun May 26 21:35:00 2019,android
Ivory Dual SIM - 8Go HDD - 1Go RAM - Noir - 12 Mois,Flash,43500.0,99.0,4.0,128.0,5.1,noir,5.0,13.0,2,Sun May 26 21:35:03 2019,android
Galaxy J1 Ace Dual SIM 4Go HDD / 512 Mo Ram - Blanc,Samsung,55700.0,99.0,3.0,8.0,5.5,white,5.0,12.0,2,Sun May 26 21:35:04 2019,android
Galaxy Grand Prime Plus Dual SIM 8Go HDD - 1.5Go Ram - Noir,Samsung,63700.0,49.0,4.0,64.0,5.5,noir,8.0,12.0,2,Sun May 26 21:35:05 2019,android
Galaxy J4 Core (2018) Dual SIM 16Go HDD / 1Go Ram - Ecran 6 pouces - Noir,Samsung,77700.0,49.0,2.0,32.0,6.0,noir,7.0,12.0,2,Sun May 26 21:35:06 2019,android
"V20 4G LTE - Empreinte Digitale - 64Go HDD - 4Go RAM - 5,7"" - Noir Et Gris",LG,132450.0,99.0,3.0,16.0,4.0,noir et gris,1.2,8.0,1,Sun May 26 21:35:08 2019,android
Galaxy S7 Edge 32 Go HDD - Or,Samsung,159500.0,99.0,4.0,16.0,5.2,or,5.0,12.0,1,Sun May 26 21:35:10 2019,android
Y9 Dual SIM - 128Go HDD - 4Go RAM - Aurore violet - 3 Mois,Huawei,220500.0,9.0,4.0,16.0,5.5,aurore violet,7.0,12.0,2,Sun May 26 21:35:12 2019,ios
Galaxy A7 (2018) - Dual SIM - 64Go HDD - 4Go RAM - Bleu - 6 Mois,Samsung,250000.0,9.0,2.0,16.0,6.0,bleu,7.0,12.0,2,Sun May 26 21:35:13 2019,android
"Galaxy A7 (2018) - Dual SIM - 128Go HDD - 4Go RAM - 6"" - Bleu - 6 Mois",Samsung,275000.0,9.0,2.0,64.0,5.0,bleu,7.0,12.0,2,Sun May 26 21:35:14 2019,android
Galaxy S8 - 64Go HDD - Or - 12 Mois,Samsung,285000.0,101.0,3.0,64.0,5.0,or,7.0,12.0,1,Sun May 26 21:35:17 2019,android
Galaxy S8 Plus Duos - 64Go HDD - Or,Samsung,340000.0,9.0,1.0,16.0,5.7,or,0.0,8.0,1,Sun May 26 21:35:18 2019,android
Galaxy S7 Edge 32Go HDD- 4Go RAM - Noir - 12 Mois + Pochette,Samsung,160000.0,99.0,2.0,64.0,5.1,noir,5.0,8.0,1,Sun May 26 21:35:20 2019,android
"Galaxy J4 Core - 16Go HDD - 1Go RAM - 6,1"" - Noir",Samsung,88000.0,99.0,3.0,16.0,5.7,noir,5.0,8.0,1,Sun May 26 21:35:22 2019,android
Galaxy Note 9 - 64Go HDD - 6Go RAM - Marron - 24 Mois de Garantie,Samsung,740000.0,101.0,3.0,8.0,6.0,marron,5.0,16.0,1,Sun May 26 21:35:23 2019,android
Galaxy J4 Dual SIM - 16Go HDD - 2Go RAM - Noir - 12 Mois + Pochette + Protège Ecran Offerts,Samsung,79900.0,49.0,3.0,16.0,4.7,noir,8.0,16.0,2,Sun May 26 21:35:25 2019,ios
Galaxy S6 Edge 32Go HDD - Noir - 12 Mois,Samsung,135000.0,99.0,3.0,32.0,5.2,noir,5.0,16.0,1,Sun May 26 21:35:26 2019,ios
Galaxy J4 Dual SIM - 16Go HDD - 2Go RAM - 13MP - Or - 12 Mois + Pochette + Protège Ecran Offerts,Samsung,79900.0,99.0,1.0,32.0,5.3,or,5.0,13.0,2,Sun May 26 21:35:29 2019,android
Galaxy J4 Dual SIM - 16Go HDD - 2Go RAM - 13MP - Bleu - 12 Mois + Pochette + Protège Ecran Offerts,Samsung,79900.0,99.0,1.0,32.0,5.5,bleu,5.0,12.0,2,Sun May 26 21:35:30 2019,android
Galaxy J6 Dual SIM - 32Go HDD - 3Go RAM - 13MP - Noir - 12 Mois + Pochette + Protège Ecran Offerts,Samsung,99900.0,99.0,4.0,8.0,4.7,nor,5.0,16.0,2,Sun May 26 21:35:32 2019,android
"Torque Ego Note 3G - 8Go HDD - 1Go RAM - 5,5"" - Beige Et Noir",TORQUE,37000.0,99.0,4.0,32.0,5.5,beige et noir,8.0,16.0,1,Sun May 26 21:35:33 2019,ios
"Galaxy S6 - 32Go HDD - 3Go RAM - 5,1"" - Blanc",Samsung,135000.0,49.0,2.0,64.0,5.5,blanc,8.0,16.0,1,Sun May 26 21:35:34 2019,android
"Galaxy S6 - 32Go HDD - 3Go RAM - 5,1"" - Noir",Samsung,135000.0,99.0,3.0,128.0,5.7,noir,5.0,12.0,1,Sun May 26 21:35:36 2019,android
"Galaxy S7 - 32Go HDD - 4Go RAM - 5,1"" - Noir",Samsung,160000.0,99.0,6.0,32.0,6.0,noir,5.0,12.0,1,Sun May 26 21:35:37 2019,android
"Galaxy S7 Edge - 32Go HDD - RAM 4Go - 5,5"" - Noir",Samsung,250000.0,99.0,0.512,64.0,5.2,noir,5.0,12.0,1,Sun May 26 21:35:39 2019,android
"Galaxy Note 8 - 64Go HDD - 6Go RAM - 6,3"" - Noir",Samsung,550000.0,99.0,1.0,16.0,6.0,noir,1.2,8.0,1,Sun May 26 21:35:40 2019,android
Galaxy S6 32 Go HDD - Or,Samsung,129500.0,99.0,1.0,32.0,4.7,or,7.0,12.0,1,Sun May 26 21:35:41 2019,android
Galaxy S6 Edge 32 Go HDD - Noir,Samsung,175000.0,49.0,1.0,32.0,5.8,noir,12.0,12.0,1,Sun May 26 21:35:43 2019,android
"Hot 6X - Dual SIM - 32Go HDD - 2Go RAM - 6,2"" - Noir",Infinix,128500.0,99.0,2.0,32.0,5.5,noir,2.0,5.0,2,Sun May 26 21:35:44 2019,android
Galaxy S6 Edge 64 Go HDD - Or,Samsung,150000.0,9.0,4.0,16.0,5.5,or,5.0,5.0,1,Sun May 26 21:35:46 2019,ios
iPhone 6S Plus 64Go HDD - Gris - 12 Mois + Pochette + Protège Ecran Offert,Apple,285500.0,1001.0,4.0,32.0,5.8,gris,2.0,15.0,1,Sun May 26 21:35:48 2019,android
"Hot 6 - Dual SIM - 16Go HDD - 1Go RAM - 6"" - Rouge",Infinix,77000.0,99.0,4.0,32.0,6.0,rouge,8.0,5.0,2,Sun May 26 21:35:50 2019,ios
"Galaxy S9 SM-G960 - 64Go HDD - 4Go RAM - 5,8"" - Noir - 24 Mois",Samsung,400000.0,9.0,4.0,64.0,4.7,noir,5.0,13.0,1,Sun May 26 21:35:51 2019,android
"Galaxy J2 Prime - 8Go HDD - 1,5Go RAM - 5"" - Noir",Samsung,78000.0,99.0,1.0,16.0,6.1,noir,2.0,13.0,1,Sun May 26 21:35:53 2019,android
"Hot 6X - Dual SIM - 16Go HDD - 2Go RAM - 6,2"" - Noir",Infinix,105850.0,99.0,4.0,32.0,4.7,noir,5.0,16.0,2,Sun May 26 21:35:55 2019,android
"Galaxy J6 (2018) - Dual SIM - 32Go HDD - 2Go RAM - 5,6"" - Noir",Samsung,135000.0,99.0,4.0,128.0,5.5,noir,5.0,12.0,2,Sun May 26 21:35:57 2019,android
"Y6 Prime (2018) -16Go HDD - 2Go RAM - 5,7"" - Noir",Huawei,140000.0,99.0,1.0,16.0,4.7,noir,5.0,16.0,1,Sun May 26 21:35:58 2019,android
"Y7 Prime (2018) - Dual SIM - 32Go HDD - 3Go RAM - 5,9 - Or",Huawei,195000.0,99.0,4.0,64.0,6.0,or,20.0,12.0,2,Sun May 26 21:36:01 2019,android
"iPhone 6 - 64Go HDD - 1Go RAM - 4,7"" - Gris Et Noir - 12 Mois",Apple,200000.0,99.0,1.0,128.0,5.5,gris et noir,2.0,9.0,1,Sun May 26 21:36:03 2019,android
"iPhone 6 - 128Go HDD - 1Go RAM - 4,7"" - Noir - 12 Mois",Apple,300000.0,1001.0,4.0,256.0,5.5,noir,5.0,12.0,1,Sun May 26 21:36:04 2019,android
"P20 Pro - Dual SIM - 128Go HDD - 6Go RAM - 6,1"" - Bleu - 12 Mois",Huawei,650000.0,49.0,4.0,256.0,5.5,bleu,5.0,12.0,2,Sun May 26 21:36:06 2019,android
"Torque EGO NOTE 3G - 8Go HDD - 1Go RAM - 5,5"" - Beige",TORQUE,37000.0,99.0,4.0,32.0,6.2,beige,5.0,12.0,1,Sun May 26 21:36:08 2019,android
